2,30000,0.29
4,7000,0.3
1,7000,0.25
5,7000,.36
1,7000,0.25
0,7000,.29
0,7000,.29
2,30000,0.29
3,1250,0.22
3,1250,0.22
4,7000,0.3
5,7000,.36
